Title,class
महान! घाइते योद्धालाई व्यक्तिगत रूपमा मद्दत गर्न प्रस्ताव गर्ने ट्रम्पको लागि पशु चिकित्सकको जीवन महत्त्वपूर्ण छ [भिडियो],0
'मायाको व्यापार' गीत सार्वजनिक,1
"MCCONNELL मिडियामा पछाडि धकेल्छ: म बुझ्छु ""तपाईको काम लोकतान्त्रिक कुरा गर्ने बिन्दुहरू प्रयोग गर्नु हो"" [भिडियो]",0
PA रेस्टुरेन्ट ICE Sweep Nabs अवैध कामदारहरू पछि बन्द गर्न बाध्य भयो... अवैध कामदारहरूको लागि अटर्नी अविश्वसनीय प्रतिक्रिया छ,0
सरकारले पुराना भ्रष्ट्राचारको छानविन गरोस् : अध्यक्ष नेपाल,1
बेलायतका प्रधानमन्त्रीद्वारा स्वास्थ्य मापदण्ड पालना गर्न आग्रह,1
ट्रम्प विनयार्डले श्रम विभागलाई अमेरिकीहरूको सट्टा थप विदेशी कामदारहरूको लागि आग्रह गरेको छ,0
"LOL! शेकडाउन कलाकार जेसी ज्याक्सन भीडलाई भन्छन्: ""राष्ट्रपति ट्रम्प येशूको राज्यमा प्रवेश गर्न योग्य हुनेछैनन्"" [भिडियो]",0
जुडो टोलीको बिदाइ,1
ट्रम्पले बेलायतकी महारानीलाई सुनौलो गाडीमा उठाउन र भ्रमणको क्रममा परेडको आयोजना गर्न आग्रह गरे,0
विद्यालय बन्द नगरे स्थिति भयावह : विज्ञ,1
"इन्डोनेसियामा डुङ्गा दुर्घटना ३१ जनाको उद्धार, ११ अझै बेपत्ता",1
खुलासा: विश्वव्यापीकरण र खुला सीमाना पछाडिको अँध्यारो एजेन्डा,0
दुर्गमका स्वास्थ्य चौकी: टुकीको भरमा बिरामीको उपचार,1
यू–२० फुटबल टोली बहराइन प्रस्थान,1
पानीको गुणस्तर परीक्षण गर्न नमुना सङ्कलन,1
मुलरद्वारा अभियोग लगाइएका जो कोहीलाई माफी दिने ट्रम्पको प्रयासले उहाँलाई ठूलो तरिकामा उल्टो हुन सक्छ,0
 उफ्! MEGYN KELLY अझै फक्ससँग बाँधिएको छ...म्याट लाउरको टुडे शो निर्मातासँग काम गर्न अस्वीकार गर्दछ,0
अलिबाबालाई २ अर्ब ७५ करोड अमेरिकी डलर जरिवाना  ,1
यो पागल GOP कांग्रेसी मानसिक रूपमा बिरामी बन्दुक राख्न चाहन्छ (TWEET),0
हमालको राजीनामापछि रिक्त मन्त्रालय लिन गठबन्धन दलबीच हानथाप,1
 सुन्निस्तान: उत्तरी सिरियामा क्षेत्रीय लूट लिने अमेरिका र सहयोगी 'सेफ जोन' योजना,0
उपत्यकामा बढ्दै कोरोना संक्रमण : नयाँ भेरियन्टको आशंका,1
"ट्रम्पका वकिलले तातो एक्सचेन्जमा # क्रिसवालेसलाई नष्ट गर्दछ: ""क्रिस होइन, म तथ्य र कानूनसँग व्यवहार गर्छु"" [भिडियो]",0
काभ्रेपलान्चोकको महाभारतका दुई वडामा रेबिजको त्रास,1
गुजरात पुल दुर्घटना : खोज तथा उद्धार स्थगन,1
डोनाल्ड ट्रम्पले भर्खरै आफ्नो ट्विटर हेडर परिवर्तन गरे र सम्पूर्ण इन्टरनेटले उनको मजाक गरिरहेको छ (ट्विट्स),0
सुन प्रतितोला एक लाख पाँच सय पुग्यो,1
FDA विभागले व्हाइट हाउसबाट आदेश प्राप्त गर्यो सबै अफिस टिभीहरू फक्स न्यूजमा मात्र प्रोग्राम गरिनु पर्छ,0
नेप्से परिसूचक ४६.७६ अंकले वृद्धि,1
चलचित्रकर्मीको कोषमा गायिका झाको सहयोग,1
किन मेनमा ग्यास सह मालिकद्वारा ट्रम्प समर्थकहरूलाई ग्यास डेलिभरीहरू बन्द गर्ने निर्णयले सम्भवतः उसको व्यवसायलाई नष्ट गर्नेछ [अडियो],0
'प्रकाश'को 'जोर मैना' गीत सार्वजनिक,1
कतार एयरवेजलाई ‘एयरलाइन अफ द इयर’ अवार्ड,1
टम मोरेलो: मुहम्मद अलीको विरासत सेतो धुँदै छ - सबैभन्दा खराब अपराधी ट्रम्प हो (भिडियो),0
"यदि तपाइँ यी एफबीआई प्रश्नहरूको 'हो' जवाफ दिनुहुन्छ भने, तपाइँ आतंकवादी हुन सक्नुहुन्छ",0
 जोन केरीले फ्रान्सेली आल्प्समा बाइक दुर्घटनामा खुट्टा भाँच्यो... [भिडियो],0
 हेर्नुहोस्: फक्स होस्टले विद्रोहको लागि कल गर्दछ यदि ग्रान्ड जूरीले ट्रम्पलाई अभियोग लगाउँदछ,0
कार्यान्वयनमा आएन भू–उपयोग नियमावली,1
रिपोर्ट: नागरिक अधिकार समूहहरू भन्छन् कि मतदाता दमन ट्रम्पको जीतको लागि जिम्मेवार छ,0
क्रेज्ड पप स्टार DNC सम्मेलनमा गालीगलौजले भरिएको एन्टी-गन रन्टमा जान्छ ... राम्रो छैन!,0
बढ्दै डेंगुका बिरामी : महिना दिनमै थपिए चार सय,1
आमा खुसी छैन: ट्रान्सिङ केटाले छोरीलाई १०० मिटर दौडमा पिट्यो [भिडियो],0
"अमेरिकाको कोलोराडोमा डढेलो फैलिँदा सयौं घर जले, दसौं हजार विस्थापित",1
करौडौं लगानीमा बनाइएको पार्क अस्तव्यस्त,1
ट्रम्पले अन्य बालबालिका र महिलासहित आठ वर्षीया अमेरिकी बालिकाको हत्या गरेका थिए,0
जनस्वास्थ्यका सुरक्षात्मक उपाय कडाइका साथ पालना गर्न राष्ट्रपतिको आह्वान,1
"रियल इन्डियन, GOP सिनेट आशावादी शिव अय्यादुराईले भर्खरै राम्रो समाचार पायो...नक्कली भारतीय एलिजाबेथ वारेनले नयाँ कोष सङ्कलन इमेलमा हिलारी क्लिन्टनसँग आफूलाई पङ्क्तिबद्ध गरे।",0
कोरोनाले बन्द साप्ताहिक हाट दुई वर्षपछि पुनः सुरु,1
जयनगर–कुर्था रेलका भौतिक संरचना हस्तान्तरण,1
ट्रम्पले उनको विरुद्धमा एलिजाबेथ वारेनको क्रूर ट्वीटहरूको जवाफ दिए - नराम्ररी असफल भयो (भिडियो),0
 ओबामाले हतियार प्रतिबन्ध हटाउनुभन्दा केही दिन अघि भियतनामले क्याथोलिक पादरीलाई रिहा गर्‍यो... केवल एक कैदी?,0
सहज जितसँगै  इङ्ग्ल्यान्ड फाइनलमा,1
जब तपाईंले स्टारबकको कफीमा फेला परेको घृणित कुरा अनुसन्धानकर्ताहरू देख्नुहुन्छ ... तपाईंले यसलाई फेरि कहिल्यै पिउनुहुनेछैन!,0
एक ट्वीटको साथ एलिजाबेथ वारेनले यस हप्ताको हत्याको बारेमा ठोस सत्य प्रस्तुत गर्दछ।,0
टिभि होस्टले कट्टरता माफ गर्न धर्मको प्रयोग गरेकोमा समलिङ्गी विरोधी क्रिश्चियन नेतालाई काट्छ (भिडियो),0
कृष्णनगर भन्सारमा लक्ष्य भन्दा कम राजस्व संकलन,1
हेर्नुहोस्: Tamron Hall टियर्स शीर्ष ट्रम्प सल्लाहकार टुक्रा टुक्रा टुक्रा,0
"कोरोनाबाट ११ को मृत्यु, ९३२ निको, ५७४ जनामा संक्रमण पुष्टि",1
निजामती कर्मचारी 'झिँगे सोच'बाट मुक्त हुन नसकेको उपप्रधानमन्त्री पोखरेलको आरोप,1
बहिष्कार! AMAZON's JEFF BEZOS ले ट्रम्पलाई हटाउन २० जनालाई हायर गरे...ट्रम्प फिर्ता! [भिडियो],0
झन् पेलिए पौडेल,1
ओबामाको दौड युद्ध: अनुसूचित जातिमा KKK र ब्ल्याक प्यान्थरहरू बीचको झगडाको घृणित छविहरू देखा पर्छन्... एक भाइरल फोटोले अमेरिकालाई आशा दिन्छ,0
बराबरीमा रोकियो पीएसजी,1
अवैध मतदाता परिचय पत्र कानून सहित राज्यहरूमा पठाइयो अवैध विदेशी: लोकतन्त्रलाई भोट गर्न वा देश निकाला गर्न भनियो,0
अध्यक्ष दाहालले छाने राष्ट्रिय सभा निर्वाचनका लागि माओवादीका उम्मेदवार,1
निर्मला पन्तको हत्यारा नजिक पुगेको प्रहरीको दावी,1
विशेष आवश्यकताका विद्यार्थीलाई भुइँमा ठक्कर दिँदै पक्राउ परेपछि शिक्षकले दिए राजीनामा (भिडियो),0
जङ्गली च्याउ नखान आग्रह,1
"वाह! पत्रकार क्यासान्ड्रा फेयरबैंक्स हेर्नुहोस्: ""किन म, एक बर्नी समर्थकले हिलारी क्लिन्टनलाई ट्रम्पलाई प्राथमिकता दिन्छु""",0
 मिलियन गैरकानूनी एलियनहरू मतदानको लागि अनुसन्धान अन्तर्गत...ओबामाले उनीहरूलाई यो ठीक छ भनेपछि,0
उपाधि होड बलियो बनाउँदै बार्सिलोना,1
पार्टीलाई बलियो बनाउन गुटको अन्त्य गरौं : नेता केसी,1
नियोजित अभिभावकत्वले कार्ली फियोरिनालाई ढोकाबाट बाहिर निस्कने बाटोमा जानुहोस् भनेर बताउँछ (TWEETS),0
 एन कल्टरले उनको प्रेम ट्रम्प बनाइने घृणित कुरा प्रकट गर्दछ (अडियो),0
फिलिपिन्समा आँधीका कारण मृत्यु हुनेको सङ्ख्या २२४ पुग्यो,1
"भीडको डरलाग्दो दृश्य भिडियोमा कैद: मेक्सिकोको झण्डा बोकेका पुरुषहरूले महिला ट्रम्प समर्थकलाई आक्रमण गरे, उनको अनुहार र टाउकोमा वस्तुहरू हाने",0
तत्काललाई नेपाल क्रिकेट संघ र खेलाडीबीचको विवाद समाधान,1
ब्रेक गर्दै! चार्लोट न्यूज स्टेशन रिपोर्टहरू पुलिसहरूले #KeithScott को ड्यास क्याम हातमा बन्दुक लिएर उनीहरूतिर आउँदैछन्,0
‘जनताले गरेको विश्वास नै मेरो जितको आधार हो’,1
मनबहादुर मुखियालाई भानुपाला नाट्य रत्न पुरस्कार,1
सवारी दुर्घटनामा १२ को मृत्यु,1
‘जीवन र न्याय’ पुस्तक सार्वजनिक,1
ठाउँ मै! Lou Dobbs: राष्ट्रपतिले RINO पॉल रायनलाई वुडशेडमा लगे [भिडियो],0
टकरले क्लिन्टन सल्लाहकारलाई बोलायो: त्यो 'कभर अप' हो [भिडियो],0
"हिलारीलाई समर्थन गर्ने NFL लेजेन्ड ट्रम्पको प्रशंसामा CNN होस्टलाई अवाक् छोडिदिए... मानिसहरू जसले ""उनी जित्दा उहाँलाई नाम बोलाए""...""उनी फिर्ता पुगे र उनीहरूलाई आफूसँगै ल्याए। उसले कुनै गुनासो राखेन""[भिडियो]",0
"लेवनडोस्की फिफा वर्ष खेलाडी, रोनाल्डोलाई विशेष अवार्ड",1
डा. ब्वाँसोले निमोनिया निदानको बारेमा झूट बोलेकोमा हिलारीलाई बोलायो [भिडियो],0
‘युक्रेनमा रुसी आक्रमण विश्वव्यापी मुद्दा’,1
कलेजका विद्यार्थीहरू जसले तपाइँलाई उनीहरूको शिक्षाको लागि तिर्न चाहन्छन् उनीहरूले विद्यार्थी ऋणको पैसा कसरी खर्च गर्छन् भन्ने बारे आश्चर्यजनक भर्नाहरू बनाउनुहोस्।,0
राजा ओबामाले करदाताहरूलाई आफ्नो राष्ट्रपति पदपछिको तलब बढाउन आग्रह गरे,0
नेप्से परिसूचकमा दोहोरो अङ्कको वृद्धि,1
वाह! ओबामाकेयर बहसको बखत अनहिंग्ड क्लाउन डेमोक्रेट हाउस फ्लोरमा पागल हुन्छ [भिडियो],0
चलचित्र अवार्ड आयोजना हुने,1
काँग्रेस ललितपुर जिल्ला सभापतिमा जितेन्द्र श्रेष्ठ विजयी,1
BREAKING रिपोर्ट: ANTIFA ठगहरू कालो देशभक्तको रक्षा गर्ने कन्फेडेरेट स्मारकहरूको टाउकोमा बाउन्टी राख्छन् [भिडियो],0
बमशेल: मेलानिया ट्रम्पले विचित्र अन्तर्वार्तामा हलिउड टेपहरू पहुँच गर्न विश्वास गर्न अस्वीकार गरे (भिडियो),0
फ्रान्सले १० वर्षमा एक लाख कृषि फार्म गुमायो,1
बाल यौन दुराचारको आरोपमा क्यानाडेली नागरिक पक्राउ,1
ब्रेक गर्दै! ओबामाको सीआईएले फ्रान्सिसको २०१२ को चुनावमा हस्तक्षेप गरेको प्रमाण विकिलिक्सले सार्वजनिक गरेको छ ।,0
वरिष्ठ साहित्यकार बजिमयको निधन,1
भीषण वर्षा र बाढीले उत्तरी चीनको लिओनिङमा ८० हजार जनता प्रभावित,1
"५, ६ कक्षामा पढेपछि शिक्षिकाले जागिर छोडिन् मुस्लिम विद्यार्थीले उनको टाउको काट्ने धम्की दिए [भिडियो]",0
उत्तरी चीनमा लकडाउन,1
लम्की नहरबाट थप छ हजार हेक्टरमा सिँचाइ,1
अमेरिकामा कोरोनाको पाँचौँ लहर आउन सक्छ : डा. फौची,1
 ट्रम्प समर्थकहरूले चुनावको दिन हारे भने रक्तपातपूर्ण विद्रोह र हत्या गर्ने धम्की दिन्छन् (विवरण),0
खेबाङ गोल्डकपको उपाधि लालीगुराँसलाई,1
प्रणालीलाई झटका: नयाँ सर्वेक्षण भन्छ ट्रम्पले हिलारीलाई हराउन सक्छन्,0
खडेरीले भोकमरीको जोखिम,1
पुरातत्वविद् रामनिवासको स्मरण,1
GOP राष्ट्रपति पदका उम्मेद्वार मार्को रुबियोले ओबामाट्रेडमा भोट दिने निर्णय गर्दै…कहिल्यै नपढ्नुहोस्,0
नाइजेरियाली सुरक्षा कारबाहीमा पचास हतियारधारी मारिए,1
एक सातामा १८ जनामा डेङ्गु सङ्क्रमण,1
निजी क्षेत्र हतोत्साही हुनुपर्ने अवस्था छैनः मुख्यसचिव बैरागी,1
"एलिजाबेथ वारेन फ्रिक्स ट्रम्पले उनलाई ""पोकाहोन्टास"" भनेर सम्बोधन गरेपछि मूल अमेरिकी कोड वार्ताकारहरूसँगको समारोहमा...बिल महरले उनको शोमा उपस्थितिको क्रममा उनलाई ""पोकाहोन्टास"" भनेर बोलाएको बिर्सन्छ [भिडियो]",0
हेर्नुहोस्: GOP गभर्नरले ईसाईहरूलाई भेदभावको अधिकारको लागि आफैंलाई शहीद गर्न भन्छन्,0
"जेसी वाटर्सले यसलाई नाखून: यदि तपाईंको आफ्नै पार्टीले ""प्वालहरू प्लग गर्दै"" छ भने तपाईंले दलदल निकाल्न सक्नुहुन्न [भिडियो]",0
"""उनीहरूसँग बन्दुक छ, तर हामीसँग फूलहरू छन्"" बुबाले अनजानमा यो भाइरल भिडियोमा बन्दुकमुक्त फ्रान्सको ""बसिरहेको बतख"" को वास्तविकता उजागर गर्नुभयो",0
हेर्नुहोस्: ट्रम्पले तार ट्यापिङको प्रमाण दिनको लागि म्याद गुमाए र झूटो भएको कारण बोलाइयो,0
"अध्यक्षमा २, उपाध्यक्षमा ७ र सचिवमा ९ जनाको उम्मेदवारी",1
निष्पक्ष बहस मध्यस्थकर्ता मार्था राडाट्ज व्हिसलब्लोअर स्टोरीमा बसे जसले 2008 मा ओबामाको सम्भावनालाई समाप्त गर्न सक्छ [भिडियो],0
क्यानाडाका प्रधानमन्त्रीलाई दोस्रो पटक कोरोना सङ्क्रमण भएको पुष्टि,1
'म्यान बाइट्स डग': न्यूयोर्क टाइम्सले केही वास्तविक पत्रकारिता गर्छ,0
लेम डक: ओबामाको नयाँ कार्यकारी कार्यले सिरियामा सलाफिस्ट आतंकवादीहरूको लागि असीमित हतियारहरूको ढोका खोल्छ,0
"क्याथोलिक स्कूलले 5 वर्षको उमेरमा विद्यार्थीहरूको लागि ""केटाहरू, केटीहरू र अन्य पौराणिक जीवहरू"" खेल्न अस्वीकार गरेपछि LGBT समुदाय क्रोधित भयो",0
ट्रम्पलाई आफ्नो पर्पल हार्ट दिएका वेटरनले किन यो गर्नुभयो बताउँछन्...आलोचकहरूलाई बन्द गर्छ [भिडियो],0
घातक धूवाँले दिउँसै अन्धकार,1
कला संस्कृतिको प्रवर्धनमा सक्रिय सुनीता,1
जस्ट इन: डेमोक्र्याट डाक्टरद्वारा रान्ड पल आक्रमण…हामीलाई आक्रमणकारीको बारेमा थाहा छ,0
तीन चीजहरू ओरेगन 'देशभक्तहरू' वास्तवमै चाहन्छन् कि कोही पनि कुरा गरिरहेको छैन (भिडियो),0
अफगानिस्तानबारे अन्तर्राष्ट्रिय छलफलको आयोजना गर्दै रुस,1
सुन्दरीको सिको गर्दा...,1
"अफगानिस्तानमा आइतबार भएका आक्रमणमा १७ सैनिकको मृत्यु, कैयौँ घाइते",1
स्वास्थ्य बीमामा देखिएको समस्या तत्काल समाधान गर्न सांसद सङ्ग्रौलाको माग,1
सर्पको डसाइबाट मात्र भारतमा वर्षमा ६४ हजारभन्दा बढीको मृत्यु,1
ओबामाकेयर: सामाजिकीकृत स्वास्थ्य सेवा ट्रेनबाट पाङ्ग्राहरू बिस्तारै खस्दै… अरबौं बर्बाद,0
जेनिथलाई बास्केटबल उपाधि,1
"बूम! ट्रम्प पोल नम्बरहरू माथि…माथि…माथि! मिडिया, डेमोक्र्याट्स, जर्ज सोरोसले उहाँलाई नष्ट गर्ने प्रयास गर्दा फ्ल्याट झर्छन् [भिडियो]",0
कृषिजन्य वस्तुको आयात १३ अर्ब घट्यो,1
अकबरे खुर्सानी खेतीले बदलिएको जीवन,1
नेप्सेमा १५.९२ अंकको वृद्धि,1
ब्राजिलमा कोरोनाले एकै दिन ३४ सयभन्दा बढीको मृत्यु,1
"हेर्नुहोस्: राष्ट्रपति ट्रम्पले ओभररेगुलेसनमा फेडहरू बोलाउँछन्: ""गोल्डेन गेट ब्रिज निर्माण गर्न चार वर्ष मात्र लाग्यो"" [भिडियो]",0
MSNBC ले क्यालिफोर्नियामा बर्नी स्यान्डर्स मतदाताहरूलाई दबाउन योजना स्वीकार गर्दछ,0
"४० हजारभन्दा बढीमा डेंगु पुष्टि, ४८ जनाको मृत्यु",1
२९ औं त्रिवेणी कपः श्रीभगवती र बुद्ध युथ फाइनलमा,1
TYRA FOR TRUMP ले मिडियालाई ट्रम्प विरुद्धको आफ्नो पक्षपातमा हथौडा हानेको छ! [भिडियो],0
"कथा कम, एक्सन धेरै ‘एन एक्सन हिरो’",1
"क्याम्पसमा #BlackLivesMatter आतंककारीहरू विरुद्ध संगठित गर्न ""सेतो विद्यार्थी युनियन"" ले फेसबुक पेज बनायो...विश्वविद्यालयले फेसबुकलाई ""अपमानजनक"" पृष्ठ हटाउन आग्रह गर्यो",0
सबैभन्दा नयाँ क्लिन्टन इमेल स्क्यान्डलले वास्तवमा कुनै स्क्यान्डल छैन भनेर प्रमाणित गर्दछ,0
खुलामा: '9/11' 15 वर्षको पारदर्शी झूट,0
माओवादीमा पदाधिकारी चयन कहिले ?,1
"नयाँ र बोल्ड राष्ट्रपतिको ""चुनौती"" सिक्काको साथ ट्रम्पले प्वाँखहरू रफल्स गर्छन्",0
रिद्धि सिद्धिको शून्यको कमाल उपभोक्ता मालामाल सार्वजनिक,1
 चिच्याउनुहोस्! पोल: कुन युएस ओलिगार्क परिवार बढी भ्रष्ट छ?,0
कोप–२७ मा नेपालमा जलवायुबाट भएको असर सम्बन्धी वृतचित्र प्रदर्शन,1
करिब २ वर्षको तनावपछि भारत-चीन सम्बन्ध सुधार्ने प्रयासमा,1
किम डेभिसले ओबामाको भाषणको वर्णन गर्न चार शब्दहरू उच्चारण गरे - यसको लागि जिउँदै जलाए (भिडियो),0
"केटा जसले 9/11 बिर्सेको थियो भन्छन् हिलारी राष्ट्रपति हुन ""धेरै मूर्ख"" छिन् किनभने उनी बिलसँग बसिन्",0
सुनको मूल्य मंगलबार पनि बढ्यो,1
करदाताबाट साढे २५ अर्ब भ्याट उठ्न बाँकी,1
ट्रम्पले सिपाहीहरूलाई अभियानको सहयोगको रूपमा प्रयोग गरेपछि ओबामा घाइते योद्धाहरूलाई भेट्छन्,0
 इभान्का आफ्नो बुबाको पछाडी लाइनमा परेका महिलाहरूलाई सम्झाउन खोज्दै आफ्नो अनुहारमा फ्याँकिन् (भिडियो),0
"हाउस इन्टेलिजेन्स कमेटी: ट्रम्पले ओबामाको बारेमा झूट बोले, वायरट्यापिङको बिल्कुल शून्य प्रमाण (भिडियो)",0
"हेर्नै पर्ने भिडियो: स्टिभ ब्यानन ""यदि तपाइँ सोच्नुहुन्छ कि उनीहरूले तपाइँलाई तपाइँको देश बिना लडाई फिर्ता दिनेछन् भने, तपाइँ दुखको रूपमा गलत हुनुहुन्छ।""",0
साउथह्याम्पटनमाथि लिभरपुलको चार गोल,1
विश्वविख्यात फुटबल खेलाडी पेलेको स्वास्थ्यमा सुधार,1
"धेरै एफबीआई कार्यालयहरूले क्लिन्टन फाउन्डेशन घुसखोरी आरोपको अनुसन्धान गरे, ""वित्तीय अपराध वा प्रभाव-पेडलिंग"" ... DOJ अनुसन्धानलाई ढिलो गर्न वा रोक्न चाहन्छ जस्तो देखिन्छ।",0
सेली येट्स: मैले झुट बोल्न अस्वीकार गरें र मुस्लिम प्रतिबन्ध धर्ममा आधारित थिएन जब हामी सबैलाई थाहा छ,0
गोरखा सदरमुकाममा रहेको कुमारी बैंकको एटिएम मेसिन तोडफोड,1
चेल्सी क्लिन्टनले भर्खरै ट्रम्पलाई उनको मूर्ख स्वीडिश नरसंहार दावी (TWEETS) लाई आगोमा जलाए,0
मिडवाइफको सहायताले प्रसूती गराइएका देशहरुमा मातृ मृत्युदर कम,1
चिकित्सकहरु दुर्गममा गएर सेवा दिन चाहँदैनन : स्वास्थ्यमन्त्री खापुङ,1
 बर्नी स्यान्डर्सले कोचेला संगीत महोत्सवमा किलर माइकको परिचय दिए (भिडियो),0
"मङ्कीपक्स  :  विश्वव्यापी स्वास्थ्य आपत्काल घोषणा, विश्वभर १६ हजारभन्दा धेरै सङ्क्रमित पुष्टि",1
खण्डहर बन्दै म्याग्नेसाइट उद्योग,1
ओबामाले मोहम्मद अलीलाई हृदयविदारक श्रद्धाञ्जली दिए (भिडियो),0
नेता हुनेबित्तिकै 'म ठूलो भएँ' भन्ने भावना नराख्न लोहनीको आग्रह,1
चितवन मेडिकल कलेजले गर्‍यो पहिलोपटक कलेजो प्रत्यारोपण,1
"ट्रम्प जीओपी हेल्थ केयर बैठकमा टुट्यो, ट्रम्पकेयर के हो भनेर पनि थाहा छैन (विवरणहरू)",0
हिलारी एपिकलीले सबै गलत कुराहरू भन्दै सप्ताहन्तमा आक्रमणहरू बारे प्रेस सम्मेलनमा बमहरू बमहरू [भिडियो],0
हेर्नुहोस्: एलिजाबेथ वारेनले ट्रम्पलाई यति कडा ठट्टा गरे कि उनी अब कुनै पनि सेकेन्डमा टेम्पर टेन्ट्रम फ्याँक्नेछन्।,0
किन संयुक्त राष्ट्रले मेक्सिकोमा SPA मा प्रो-गन कन्ट्रोल बैठक राख्यो र किन असहमतिहरूलाई अनुमति दिइएन?,0
साउदीले सन् २०६० सम्ममा शून्य कार्बन उत्सर्जन गर्ने,1
ट्रम्प बेवकूफ कारणको लागि उद्घाटनमा पोर्ट-ए-पोटीजको बारेमा चिन्तित छन् (छवि),0
पत्रकार पन्थीको तेस्रो पुस्तक अन्ट्रान्सलेटेबल लोकार्पण,1
"अस्ट्रियाका विद्यालयहरू युवा मुस्लिम आप्रवासीहरूद्वारा कट्टरपन्थी बनिरहेका छन्: ""यदि उनले [हिजाब लगाउन] मान्दिनन् भने, म उनको हत्या गर्नेछु"" [भिडियो]",0
समृद्धिको खोजीमा म्याग्दीका किसान,1
"हेर्नुहोस्: TN पब्लिक स्कूलहरूमा झूटा शिक्षाहरू, इस्लामको शिक्षाको निन्दा गर्न अभिभावकहरू जाम बैठक कोठा",0
‘मोम्चो’ कथासंग्रह सार्वजनिक,1
अभिनेता अनुपविक्रम शाही कांग्रेस प्रवेश,1
पीएम कप क्रिकेट : सूदूरपश्चिममाथि एपीएफको सानदार जित,1
हेर्नुहोस्: NY फायर फाइटरहरूले टचिङ फ्ल्याग हटाउने समारोह राखेपछि आयुक्तले सबै अमेरिकी झण्डाहरूलाई पागल कारणका लागि फायर ट्रकहरूबाट हटाउन आदेश दिएपछि [भिडियो],0
सेभियालाई हराएर बार्सिलोना दोस्रो स्थानमा,1
इन्डोनेसियामा ज्वालामुखी विस्फोटमा परी तेह्र जनाको मृत्यु ९८ जना घाइते,1
तनहुँमा फैलियो डेंगु रोग,1
रगतको शुल्क बढ्यो,1
निगम र व्यवसायीको गैरजिम्मेवारीले सास्ती,1
क्रिकेटरको सङ्घर्ष  जर्सी,1
फक्स न्यूज पोस्टहरू अविश्वसनीय रूपमा भ्रामक ट्विट बचाव सत्रहरू र मानिसहरूले आफ्नो दिमाग गुमाउँदैछन् (ट्विट्स),0
राप्रपालाई बचाउन हामीले उम्मेदवारी दिएका हौं : लिङ्देन,1
लुम्बिनीलाई ८ विकेटले हराउँदै सुदूरपश्‍चिम मेयर्स कपको फाइनलमा,1
"जासूसी अधिनियम उल्लङ्घन? हिलारीले ""घोर लापरवाही"" मार्फत इमेलहरूमा लुकेका गुप्तचर अधिकारीहरूको नाम खुलासा गरे",0
सर्विया र इजिप्ट विजयी,1
"स्वीडेनमा ""जातिवाद विरोधी"" फेस्टिवलमा ""श्रोताको बीचमा"" महिलालाई बलात्कार गरेपछि शरणार्थीहरू पक्राउ र रिहा गरियो... धेरै अन्य महिलाहरू बलात्कार, दुर्व्यवहार",0
पाकिस्तानको सहज जित,1
विद्यालयमा निर्धक्क भएर सेनिटरी प्याडको प्रयोग,1
६६ हजार ७ सय महिला उद्यमीले लिए सहुलियतको ऋण,1
हेर्नुहोस्: ट्रम्पले आफूलाई ऐतिहासिक कम स्वीकृति रेटिंगको साथ इतिहासमा सर्वश्रेष्ठ राष्ट्रपतिहरू मध्ये एक घोषणा गरे,0
"जब यो इरानको कुरा आउँछ, ओबामाले आफूलाई मद्दत गर्न सक्दैनन्: अमेरिकी सहयोगीहरू भन्छन् कि ओबामाले साउदी अरेबिया, इरान द्वन्द्वमा गोप्य रूपमा पक्षहरू रोजेका छन्",0
"के ट्रम्प विरोधी विरोधहरू अवैध र प्रजातन्त्रवादीहरूका लागि नयाँ ""फर्ग्युसन"" बनिरहेका छन्? [भिडियो]",0
'महापुरुष' विदेशमा पनि नियमित 'साे'मा प्रदर्शन हुँदै,1
बंगलादेशसँग खेल्दै अनुभवहीन नेपाल,1
बेलायतमा सोमबारदेखि लकडाउनमा केही खुकुलो गरिने,1
"WHOA! ब्लड, सेमेन र ब्रेस्टमिल्क...हिलारीको अभियान अध्यक्षको सबैभन्दा डरलाग्दो इमेल लीक [भिडियो]",0
ब्रेकिङ: लस भेगासको र्‍यालीमा ट्रम्पलाई मार्न अफिसरको बन्दुक चोर्ने प्रयास गर्ने १९ वर्षीय वृद्ध पक्राउ,0
ह्वात्तै घट्यो डेंगु सङ्क्रमण,1
यो ट्वीटले #AllLivesMatter र Zimmerman Gun Auction (IMAGE) लाई पूर्ण रूपमा जडान गर्दछ।,0
प्रवासीको सहयोगमा पुस्तकालय,1
"विडम्बना चेतावनी! महिला बिना DC को दिन शाब्दिक एक पुरुष द्वारा नेतृत्व ... घटना ट्रम्प विरोधी र्‍याली मा परिणत: ""उनी गलत छ। हामीले उसलाई रोक्नु पर्छ। ” [भिडियो]",0
नेपालले हवाई सुरक्षा परिपालन दर ७०.०१ नतिजा हासिल गर्‍यो,1
जो बिडेनले २०२० चुनावको बारेमा ठूलो समाचार बनाउँदछ,0
अमेरिकामा आज मध्यान्तर निर्वाचन,1
'नागरिकता कानुनमा एमाले र राष्ट्रपतिलेे द्वैध भूमिका निर्वाह गरे',1
ओबामा DNC लीकमा 'हास्यास्पद' स्थापना षड्यन्त्र सिद्धान्त पुश गर्न हास्य केन्द्रीय होस्टमा सामेल हुन्छन्,0
‘नेतृत्व नमाने पनि कार्यकर्ता सडकमा निस्कन्छन्’,1
